token,n,logprob
uncovered,7.0,-9.10477348581908
water,264.0,-5.474734531728077
contratos,7.0,-9.10477348581908
traction,152.0,-6.026803114028118
steps,1172.0,-3.9842166647374357
bosses,6.0,-9.25892416564634
dozen,51.0,-7.118858002150068
chemical,65.0,-6.8762963649787565
turnover,64.0,-6.891800551514722
goal,1648.0,-3.6433659244049768
gifting,13.0,-8.485734277412858
6361,42.0,-7.313014016591025
trafficmonsoon.com,6.0,-9.25892416564634
world's,23.0,-7.9151894189452445
monitored,11.0,-8.652788362076024
txt,13.0,-8.485734277412858
pushed,38.0,-7.413097475148008
optimally,9.0,-8.853459057538174
intentionally,10.0,-8.748098541880347
lopez,15.0,-8.342633433772184
redeveloping,10.0,-8.748098541880347
insta,11.0,-8.652788362076024
praise,24.0,-7.872629804526448
expierence,7.0,-9.10477348581908
eur,20.0,-8.054951361320402
rachael,31.0,-7.616696430389248
kitchen,117.0,-6.288509700076638
rosemary,22.0,-7.959641181516078
n.gray2,18.0,-8.160311876978229
spray,12.0,-8.565776985086394
specializing,70.0,-6.802188392825035
gracious,8.0,-8.971242093194558
cobrar,6.0,-9.25892416564634
jose,100.0,-6.445513448886302
maps.com,10.0,-8.748098541880347
communityroot.com,9.0,-8.853459057538174
affect,58.0,-6.990240624327974
thank's,10.0,-8.748098541880347
condolences,9.0,-8.853459057538174
eshana,6.0,-9.25892416564634
johnson,81.0,-6.656234480201955
compiled,7.0,-9.10477348581908
sme's,16.0,-8.278094912634613
original,197.0,-5.767479906136406
293,7.0,-9.10477348581908
07415518127,21.0,-8.006161197150972
devan,7.0,-9.10477348581908
technician,16.0,-8.278094912634613
ci,7.0,-9.10477348581908
sneakers,8.0,-8.971242093194558
90,153.0,-6.020245713481958
flame,7.0,-9.10477348581908
suits,129.0,-6.190871230512721
hubs,14.0,-8.411626305259135
endlessly,6.0,-9.25892416564634
www.mystoregotswag.com,10.0,-8.748098541880347
alyson,11.0,-8.652788362076024
quiet,64.0,-6.891800551514722
encantan,10.0,-8.748098541880347
musk,7.0,-9.10477348581908
amazons,6.0,-9.25892416564634
situational,6.0,-9.25892416564634
subconscious,8.0,-8.971242093194558
etcty.com,7.0,-9.10477348581908
11,612.0,-4.633951352362068
personalised,23.0,-7.9151894189452445
país,24.0,-7.872629804526448
ojala,6.0,-9.25892416564634
mr.ponisciak,6.0,-9.25892416564634
lull,9.0,-8.853459057538174
hassle,48.0,-7.179482623966503
observer,6.0,-9.25892416564634
left,387.0,-5.092258941844612
it.we,11.0,-8.652788362076024
proforma,8.0,-8.971242093194558
divert,7.0,-9.10477348581908
diets,16.0,-8.278094912634613
surfwithamigas.com,9.0,-8.853459057538174
perez,8.0,-8.971242093194558
populated,8.0,-8.971242093194558
edison,6.0,-9.25892416564634
5th,72.0,-6.774017515858338
residual,16.0,-8.278094912634613
bourke,7.0,-9.10477348581908
printing,144.0,-6.0808703352983935
stuck,439.0,-4.966184221799223
upchurch,6.0,-9.25892416564634
georgia,78.0,-6.693974808184802
avy,6.0,-9.25892416564634
canadians,7.0,-9.10477348581908
attack,37.0,-7.439765722230169
scare,26.0,-7.792587096852912
silence,16.0,-8.278094912634613
espacio,9.0,-8.853459057538174
theories,9.0,-8.853459057538174
www.barefootsurftravel.com,9.0,-8.853459057538174
adulthood,8.0,-8.971242093194558
genders,6.0,-9.25892416564634
haven’t,34.0,-7.524323110258233
links,517.0,-4.802640760365965
worried,56.0,-7.0253319441392446
tue,33.0,-7.5541760734079135
client's,36.0,-7.467164696418283
thrown,13.0,-8.485734277412858
973,22.0,-7.959641181516078
obvious,101.0,-6.4355631180331345
upset,7.0,-9.10477348581908
vienna,7.0,-9.10477348581908
device,159.0,-5.981779432654162
213,17.0,-8.217470290818177
bootstrapped,16.0,-8.278094912634613
marinade,6.0,-9.25892416564634
distinctively,6.0,-9.25892416564634
harbali,12.0,-8.565776985086394
it’s,174.0,-5.891628335659865
www.stevehetrick.com,8.0,-8.971242093194558
credible,40.0,-7.3618041807604575
vice,58.0,-6.990240624327974
acts,20.0,-8.054951361320402
11th,40.0,-7.3618041807604575
15k,14.0,-8.411626305259135
ines,13.0,-8.485734277412858
28th,45.0,-7.244021145104074
align,69.0,-6.8165771302771345
motivating,42.0,-7.313014016591025
thursday,1012.0,-4.130999785026983
positivity,10.0,-8.748098541880347
643,7.0,-9.10477348581908
cursos,13.0,-8.485734277412858
benchmarks,12.0,-8.565776985086394
billions,18.0,-8.160311876978229
dad,94.0,-6.50738885260439
iamtharwat,7.0,-9.10477348581908
jo,20.0,-8.054951361320402
mensaje,51.0,-7.118858002150068
640,18.0,-8.160311876978229
www.bsbacademia.com,6.0,-9.25892416564634
tabs,15.0,-8.342633433772184
240,34.0,-7.524323110258233
jacket,9.0,-8.853459057538174
mandatory,20.0,-8.054951361320402
frisco,7.0,-9.10477348581908
enthusiasts,35.0,-7.49533557338498
cheapest,56.0,-7.0253319441392446
collage,16.0,-8.278094912634613
harbor,10.0,-8.748098541880347
letting,160.0,-5.975509819640567
me.i,23.0,-7.9151894189452445
"1,650,000",8.0,-8.971242093194558
dinora,11.0,-8.652788362076024
bike,41.0,-7.337111568170086
dialogue,72.0,-6.774017515858338
ahorita,13.0,-8.485734277412858
bracelet,9.0,-8.853459057538174
www.kainitiative.org,6.0,-9.25892416564634
starving,6.0,-9.25892416564634
competes,6.0,-9.25892416564634
propel,25.0,-7.831807810006193
indian,147.0,-6.060251048095657
positioned,30.0,-7.649486253212238
work.i,7.0,-9.10477348581908
redone,6.0,-9.25892416564634
law,310.0,-5.314111337395202
toyib,8.0,-8.971242093194558
cairo,6.0,-9.25892416564634
gulf,7.0,-9.10477348581908
businesswoman,8.0,-8.971242093194558
spandhe,34.0,-7.524323110258233
ola,15.0,-8.342633433772184
walls,21.0,-8.006161197150972
orphans,41.0,-7.337111568170086
markets,473.0,-4.891588246382461
813,27.0,-7.754846768870065
assisting,229.0,-5.616961631320154
harmony,8.0,-8.971242093194558
controlled,23.0,-7.9151894189452445
hii,9.0,-8.853459057538174
www.artistryworld.com.au,6.0,-9.25892416564634
stream,115.0,-6.305751506511144
hour,576.0,-4.694575974178503
synopsis,14.0,-8.411626305259135
coins,6.0,-9.25892416564634
moq,8.0,-8.971242093194558
improve,789.0,-4.3799173140285195
footer,9.0,-8.853459057538174
incluso,13.0,-8.485734277412858
andrew,236.0,-5.586851829848784
srinivasa,75.0,-6.733195521338083
dreamer,9.0,-8.853459057538174
wee,6.0,-9.25892416564634
animations,12.0,-8.565776985086394
trend,73.0,-6.760224193726002
groove,10.0,-8.748098541880347
hairstyles,6.0,-9.25892416564634
mentors,693.0,-4.509653635684491
intending,24.0,-7.872629804526448
breakdowns,7.0,-9.10477348581908
mentorpodnikani.cz,6.0,-9.25892416564634
results,523.0,-4.791102170809471
cambios,6.0,-9.25892416564634
ottawa,7.0,-9.10477348581908
faa,12.0,-8.565776985086394
speaks,43.0,-7.289483519180831
birth,48.0,-7.179482623966503
youve,9.0,-8.853459057538174
ruchir,13.0,-8.485734277412858
undecided,8.0,-8.971242093194558
surpassed,11.0,-8.652788362076024
outfit,13.0,-8.485734277412858
mosaic,12.0,-8.565776985086394
managment,11.0,-8.652788362076024
header,47.0,-7.200536033164335
siembor,12.0,-8.565776985086394
amen,8.0,-8.971242093194558
thurs,56.0,-7.0253319441392446
covers,81.0,-6.656234480201955
www.corporatefundingusa.com,6.0,-9.25892416564634
según,10.0,-8.748098541880347
cyber,36.0,-7.467164696418283
additionally,136.0,-6.138028749138342
buried,14.0,-8.411626305259135
shweta,8.0,-8.971242093194558
weakness,62.0,-6.9235492498293025
stands,91.0,-6.539824128357544
marine,23.0,-7.9151894189452445
directors,63.0,-6.907548908482861
quin,9.0,-8.853459057538174
ciao,35.0,-7.49533557338498
survey,153.0,-6.020245713481958
aqua,13.0,-8.485734277412858
magda,8.0,-8.971242093194558
copies,26.0,-7.792587096852912
nba,7.0,-9.10477348581908
community,1057.0,-4.0874936490041565
5m,10.0,-8.748098541880347
maryland,32.0,-7.584947732074667
prospect,123.0,-6.238499279501976
parikh,14.0,-8.411626305259135
score,366.0,-5.1480503014730274
extend,78.0,-6.693974808184802
mighty,7.0,-9.10477348581908
interés,15.0,-8.342633433772184
nik,18.0,-8.160311876978229
costos,20.0,-8.054951361320402
curt,9.0,-8.853459057538174
stadium,6.0,-9.25892416564634
reservation,15.0,-8.342633433772184
238,7.0,-9.10477348581908
wassarman,10.0,-8.748098541880347
flipkart,8.0,-8.971242093194558
cindi,12.0,-8.565776985086394
proficiency,11.0,-8.652788362076024
ranks,10.0,-8.748098541880347
shame,18.0,-8.160311876978229
drucker,7.0,-9.10477348581908
quedo,25.0,-7.831807810006193
ganesh,6.0,-9.25892416564634
subsidiaries,19.0,-8.106244655707954
dropbox,18.0,-8.160311876978229
machinery,43.0,-7.289483519180831
llegar,32.0,-7.584947732074667
methods,244.0,-5.553515409581192
27,97.0,-6.475972656371011
prefers,8.0,-8.971242093194558
volunteer,306.0,-5.327098532922013
camila,13.0,-8.485734277412858
highschool,9.0,-8.853459057538174
ravi,26.0,-7.792587096852912
od,6.0,-9.25892416564634
côte,7.0,-9.10477348581908
200k,17.0,-8.217470290818177
innovators,8.0,-8.971242093194558
anita,25.0,-7.831807810006193
directamente,10.0,-8.748098541880347
si,352.0,-5.1870524592762965
wil,19.0,-8.106244655707954
nikhamov,9.0,-8.853459057538174
aider,15.0,-8.342633433772184
forging,7.0,-9.10477348581908
adidas,10.0,-8.748098541880347
construire,6.0,-9.25892416564634
nest,8.0,-8.971242093194558
todos,36.0,-7.467164696418283
shortest,10.0,-8.748098541880347
existe,8.0,-8.971242093194558
technologies,142.0,-6.094856577273133
toxic,16.0,-8.278094912634613
173298430,6.0,-9.25892416564634
firstable,6.0,-9.25892416564634
guides,47.0,-7.200536033164335
probono,8.0,-8.971242093194558
companion,8.0,-8.971242093194558
hedge,31.0,-7.616696430389248
docs,42.0,-7.313014016591025
prison,11.0,-8.652788362076024
extras,9.0,-8.853459057538174
radius,20.0,-8.054951361320402
espero,98.0,-6.465716156203822
clinton,12.0,-8.565776985086394
recipients,26.0,-7.792587096852912
craftsmen,8.0,-8.971242093194558
a.m,52.0,-7.099439916292966
pathways,6.0,-9.25892416564634
injured,6.0,-9.25892416564634
lot,3865.0,-2.7909666738528713
parecido,6.0,-9.25892416564634
wping19,10.0,-8.748098541880347
gal,9.0,-8.853459057538174
thai,12.0,-8.565776985086394
nfps,7.0,-9.10477348581908
silva,11.0,-8.652788362076024
yukari,16.0,-8.278094912634613
greatness,17.0,-8.217470290818177
appreciated,967.0,-4.176485139421099
901,16.0,-8.278094912634613
ayudarte,55.0,-7.043350449641923
horizontal,7.0,-9.10477348581908
ancient,8.0,-8.971242093194558
nasrin,18.0,-8.160311876978229
876,13.0,-8.485734277412858
impulse,6.0,-9.25892416564634
expedition,6.0,-9.25892416564634
shekhar,28.0,-7.71847912469919
chek,7.0,-9.10477348581908
baba,8.0,-8.971242093194558
graduates,26.0,-7.792587096852912
miller,24.0,-7.872629804526448
procedure,59.0,-6.9731461909686745
ingresos,17.0,-8.217470290818177
monika,53.0,-7.080391721322272
variety,285.0,-5.398194454605743
marry,18.0,-8.160311876978229
pit,9.0,-8.853459057538174
dentistry,7.0,-9.10477348581908
casi,10.0,-8.748098541880347
luke,114.0,-6.3144851864798985
roe,7.0,-9.10477348581908
vic,112.0,-6.332184763579299
guessing,101.0,-6.4355631180331345
sooner,197.0,-5.767479906136406
crowed,8.0,-8.971242093194558
percentages,11.0,-8.652788362076024
trends,150.0,-6.040048340778138
proofread,19.0,-8.106244655707954
toll,29.0,-7.68338780488792
changed,223.0,-5.643511863414275
ahoy,6.0,-9.25892416564634
lionel,7.0,-9.10477348581908
losing,102.0,-6.425710821590123
noon,246.0,-5.545352098942031
expecting,103.0,-6.415954646644758
timezone,41.0,-7.337111568170086
ammerman,6.0,-9.25892416564634
dues,9.0,-8.853459057538174
tangible,77.0,-6.70687821302071
wowed,21.0,-8.006161197150972
reason,816.0,-4.3462692799102864
upwards,11.0,-8.652788362076024
unbelievable,14.0,-8.411626305259135
purely,42.0,-7.313014016591025
fyi,89.0,-6.562047265142254
mathew,25.0,-7.831807810006193
conquer,17.0,-8.217470290818177
subscribers,70.0,-6.802188392825035
enviar,10.0,-8.748098541880347
memmoray,54.0,-7.06169958831012
386,10.0,-8.748098541880347
fork,7.0,-9.10477348581908
tousif.jami,9.0,-8.853459057538174
sally,58.0,-6.990240624327974
eddie,34.0,-7.524323110258233
cricket,8.0,-8.971242093194558
sq,23.0,-7.9151894189452445
upfront,74.0,-6.746618541670224
afin,7.0,-9.10477348581908
nominal,16.0,-8.278094912634613
warranties,6.0,-9.25892416564634
myra,8.0,-8.971242093194558
uncertainty,32.0,-7.584947732074667
maps,30.0,-7.649486253212238
zoomconference,6.0,-9.25892416564634
lip,13.0,-8.485734277412858
"110,800",12.0,-8.565776985086394
horses,8.0,-8.971242093194558
conozco,7.0,-9.10477348581908
democratic,10.0,-8.748098541880347
morgan,35.0,-7.49533557338498
ownership,227.0,-5.625733617392991
dytanya,8.0,-8.971242093194558
carlota,7.0,-9.10477348581908
facets,45.0,-7.244021145104074
i.e,373.0,-5.129105215230578
necesito,24.0,-7.872629804526448
winners,11.0,-8.652788362076024
ll,56.0,-7.0253319441392446
applicant,12.0,-8.565776985086394
clinics,24.0,-7.872629804526448
keri,19.0,-8.106244655707954
inspired,205.0,-5.727673655735986
stella,30.0,-7.649486253212238
phd,82.0,-6.643964387610141
living,595.0,-4.662122229328764
bren,8.0,-8.971242093194558
artist,233.0,-5.599645181308693
llcs,15.0,-8.342633433772184
offshore,37.0,-7.439765722230169
mc,11.0,-8.652788362076024
constraint,12.0,-8.565776985086394
registering,128.0,-6.198653370954776
anew,18.0,-8.160311876978229
kiwi,7.0,-9.10477348581908
viral,51.0,-7.118858002150068
pleased,212.0,-5.694097360202381
rounds,10.0,-8.748098541880347
bookings,39.0,-7.387121988744747
reliant,12.0,-8.565776985086394
sphere,20.0,-8.054951361320402
coaster,9.0,-8.853459057538174
alessandro.daliana,7.0,-9.10477348581908
performs,9.0,-8.853459057538174
resulta,7.0,-9.10477348581908
incapable,6.0,-9.25892416564634
circles,31.0,-7.616696430389248
trusts,9.0,-8.853459057538174
east,242.0,-5.5617459087177075
5702,6.0,-9.25892416564634
fifty,6.0,-9.25892416564634
kiah,6.0,-9.25892416564634
chicken,48.0,-7.179482623966503
vacuum,23.0,-7.9151894189452445
volunteering,103.0,-6.415954646644758
cfo,40.0,-7.3618041807604575
farmer's,12.0,-8.565776985086394
transformational,16.0,-8.278094912634613
gilbert,32.0,-7.584947732074667
americans,21.0,-8.006161197150972
vets,16.0,-8.278094912634613
we’ve,12.0,-8.565776985086394
fruit,35.0,-7.49533557338498
iit,10.0,-8.748098541880347
om,7.0,-9.10477348581908
4404,6.0,-9.25892416564634
daytime,24.0,-7.872629804526448
offense,12.0,-8.565776985086394
endeaver,7.0,-9.10477348581908
diagnose,12.0,-8.565776985086394
alam,18.0,-8.160311876978229
persuasion,16.0,-8.278094912634613
chiropractors,6.0,-9.25892416564634
latvia,8.0,-8.971242093194558
reunion,7.0,-9.10477348581908
andrius,44.0,-7.266494000956133
sherile,14.0,-8.411626305259135
hotspots,9.0,-8.853459057538174
lives,356.0,-5.175752904022363
permita,10.0,-8.748098541880347
800k,9.0,-8.853459057538174
chemist,14.0,-8.411626305259135
www.kickstarter.com,10.0,-8.748098541880347
ps,172.0,-5.903189158060941
justo,14.0,-8.411626305259135
mlm,19.0,-8.106244655707954
cellular,8.0,-8.971242093194558
tourist,75.0,-6.733195521338083
idnr,6.0,-9.25892416564634
screened,7.0,-9.10477348581908
baldwin,6.0,-9.25892416564634
planing,70.0,-6.802188392825035
count,93.0,-6.518084141721138
hatch,8.0,-8.971242093194558
oc,8.0,-8.971242093194558
armed,23.0,-7.9151894189452445
opera,9.0,-8.853459057538174
commencer,8.0,-8.971242093194558
sawmil,32.0,-7.584947732074667
www.chasepapi.com,8.0,-8.971242093194558
arrecifes,8.0,-8.971242093194558
powers,15.0,-8.342633433772184
relational,6.0,-9.25892416564634
puedes,64.0,-6.891800551514722
charles,351.0,-5.189897411408528
debes,11.0,-8.652788362076024
comunicarnos,9.0,-8.853459057538174
henry,103.0,-6.415954646644758
immense,44.0,-7.266494000956133
kayak,7.0,-9.10477348581908
criminal,11.0,-8.652788362076024
tempsite,9.0,-8.853459057538174
java,48.0,-7.179482623966503
corrialovett,6.0,-9.25892416564634
sun,49.0,-7.158863336763767
mucho,112.0,-6.332184763579299
lagos,37.0,-7.439765722230169
bumps,8.0,-8.971242093194558
dean,12.0,-8.565776985086394
www.onlinesuccessnotes.com,17.0,-8.217470290818177
appealing,108.0,-6.368552407750174
adnan,18.0,-8.160311876978229
explainer,31.0,-7.616696430389248
ni,26.0,-7.792587096852912
invoices,24.0,-7.872629804526448
yunus,9.0,-8.853459057538174
whatsap,10.0,-8.748098541880347
basado,7.0,-9.10477348581908
computer,327.0,-5.260723463977141
unclear,51.0,-7.118858002150068
pst,431.0,-4.984575544770646
economics,60.0,-6.956339072652293
grad,30.0,-7.649486253212238
start247,16.0,-8.278094912634613
calender,6.0,-9.25892416564634
citydreamshop.com,8.0,-8.971242093194558
evaluation,66.0,-6.861028892847968
strengths,238.0,-5.578412961202919
drill,22.0,-7.959641181516078
cozad,7.0,-9.10477348581908
diversity,35.0,-7.49533557338498
tashika,17.0,-8.217470290818177
queda,16.0,-8.278094912634613
guy,291.0,-5.377360367702901
meetings,314.0,-5.30129064896614
sciences,19.0,-8.106244655707954
marketer,102.0,-6.425710821590123
freebies,9.0,-8.853459057538174
blogs,193.0,-5.787993445969509
cleaned,16.0,-8.278094912634613
eliza,8.0,-8.971242093194558
allyson,13.0,-8.485734277412858
garment,36.0,-7.467164696418283
franklazur.weebly.com,7.0,-9.10477348581908
hospital,98.0,-6.465716156203822
rude,24.0,-7.872629804526448
intranet,9.0,-8.853459057538174
memberships,20.0,-8.054951361320402
footprint,13.0,-8.485734277412858
puntos,12.0,-8.565776985086394
enrich,10.0,-8.748098541880347
sweden,20.0,-8.054951361320402
scripts,28.0,-7.71847912469919
sony,13.0,-8.485734277412858
orabone,17.0,-8.217470290818177
trip,161.0,-5.969279269889931
converted,15.0,-8.342633433772184
shulgasser,6.0,-9.25892416564634
www.sneakysquad.com,6.0,-9.25892416564634
requires,269.0,-5.455972255272555
recruit,80.0,-6.668657000200512
1992,13.0,-8.485734277412858
rasheed,9.0,-8.853459057538174
nb,6.0,-9.25892416564634
plates,7.0,-9.10477348581908
collaborative,31.0,-7.616696430389248
tad,8.0,-8.971242093194558
vincent,69.0,-6.8165771302771345
recent,226.0,-5.630148635602108
commend,16.0,-8.278094912634613
geographically,12.0,-8.565776985086394
whatsoever,27.0,-7.754846768870065
proving,29.0,-7.68338780488792
ante,8.0,-8.971242093194558
webmaster,29.0,-7.68338780488792
celiac,8.0,-8.971242093194558
6328,32.0,-7.584947732074667
shanabpharma.com,6.0,-9.25892416564634
hasn’t,7.0,-9.10477348581908
nastia,6.0,-9.25892416564634
reads,29.0,-7.68338780488792
walker,23.0,-7.9151894189452445
congratulate,77.0,-6.70687821302071
immigrant,25.0,-7.831807810006193
hablar,37.0,-7.439765722230169
glove,16.0,-8.278094912634613
singing,14.0,-8.411626305259135
diversifying,11.0,-8.652788362076024
tariq,14.0,-8.411626305259135
chahan,16.0,-8.278094912634613
span,105.0,-6.39672328471687
testimonial,54.0,-7.06169958831012
www.amazon.co.uk,9.0,-8.853459057538174
kshantaram,10.0,-8.748098541880347
loves,42.0,-7.313014016591025
educ.ar,10.0,-8.748098541880347
